Year,Term,Department Code,Name,Course No,Section,Instructor,Start Time,End Time,Days,Availability
2016,Spring,COM 210,Fund of Public Speaking, 23362,011,"Lee, William",11:30 AM, 12:20 PM,WFM,0
2016,Spring,COM 229,Spec Topics in Communication, 22460,001,"Rosengarten, Lewis",11:40 AM, 12:55 PM,TH,0
2016,Spring,COM 231,Hip-Hop Culture, 21465,001,"Stephens, Hasan",1:15 PM,2:30 PM ,TH,0
2016,Spring,COM 242,Audio Production, 21368,001,"Pape, Joel",11:40 AM, 12:55 PM,T,0
2016,Spring,COM 242,Audio Production, 21199,L01,"Pape, Joel",11:40 AM, 12:55 PM,H,0
2016,Spring,COM 243,Video Production I, 21765,001,"Avery, Samuel",1:50 PM,3:50 PM ,M,0
2016,Spring,COM 243,Video Production I, 20646,L01,"Avery, Samuel",1:50 PM,3:50 PM ,W,0
2016,Spring,COM 243,Video Production I, 21974,L02,"Avery, Samuel",1:50 PM,3:50 PM ,F,0
2016,Spring,COM 300,Interpersonal Communication, 21078,001,"Lawrence, Kathleen",3:00 PM,5:30 PM ,W,1
2016,Spring,COM 301,Mass Media & Society, 20285,001,"Yang, Fang",1:50 PM,2:40 PM ,WFM,2
2016,Spring,COM 301,Mass Media & Society, 21975,002,"Avery, Samuel",12:40 PM, 1:30 PM,WFM,2
2016,Spring,COM 301,Mass Media & Society, 21976,003,"Yang, Fang",3:00 PM,3:50 PM ,WFM,3
2016,Spring,COM 302,Intercultural Communication, 22189,001,"Firari, Fairlie",12:40 PM, 1:30 PM,WFM,0
2016,Spring,COM 302,Intercultural Communication, 22580,002,"Firari, Fairlie",3:00 PM,3:50 PM ,WFM,0
2016,Spring,COM 303,International Communication, 23042,001,"Pasha, Syed",2:50 PM,4:05 PM ,TH,0
2016,Spring,COM 304,Communication Research, 20450,001,"Ye, Lan",1:15 PM,2:30 PM ,TH,0
2016,Spring,COM 304,Communication Research, 23044,002,"Pasha, Syed",10:05 AM, 11:20 AM,TH,0
2016,Spring,COM 304,Communication Research, 23045,003,"Pasha, Syed",11:40 AM, 12:55 PM,TH,0
2016,Spring,COM 310,Feature & Opinion Writing, 21079,001,"Rapp, Richard",3:00 PM,5:30 PM ,M,0
2016,Spring,COM 312,Media Performance, 22174,001,"Hollenback, David",12:40 PM, 2:40 PM,M,0
2016,Spring,COM 312,Media Performance, 22177,L01,"Hollenback, David",12:40 PM, 2:40 PM,W,0
2016,Spring,COM 320,Organizational Communication, 21519,001,"Owens, Elizabeth",3:00 PM,5:30 PM ,W,1
2016,Spring,COM 321,Intermediate Writing for PR, 21580,001,"Owens, Elizabeth",10:20 AM, 11:10 AM,WFM,2
2016,Spring,COM 321,Intermediate Writing for PR, 23053,002,"Owens, Elizabeth",11:30 AM, 12:20 PM,WFM,2
2016,Spring,COM 322,Intermediate Writing for Media, 20858,001,"Avery, Samuel",10:20 AM, 11:10 AM,WFM,1
2016,Spring,COM 329,Spec Topics in Communication, 23055,001,"Andres, Emmanuelle",2:50 PM,4:05 PM ,TH,2
2016,Spring,COM 338,Media and Politics, 23056,001,"Weng, Lu-Chung",12:40 PM, 1:30 PM,WFM,0
2016,Spring,COM 343,Multiplatform Journalism, 23058,001,"Yoo, Sung",11:40 AM, 12:55 PM,TH,0
2016,Spring,COM 353,Video Postproduction, 23059,001,"van der Veur, Paul",08:30 AM, 11:20 AM,T,0
2016,Spring,COM 353,Video Postproduction, 23060,L01,"van der Veur, Paul",08:30 AM, 11:20 AM,H,0
2016,Spring,COM 390,Participation in Newspaper, 20286,001,"Rapp, Richard",6:00 PM,6:50 PM ,M,8
2016,Spring,COM 392,Participation in Magazine, 21421,001,"Williams, Mical",6:00 PM,6:50 PM ,H,22
2016,Spring,COM 393,Participation Video Production, 20287,001,"Avery, Samuel",6:00 PM,6:50 PM ,W,18
2016,Spring,COM 394,Participation Audio Production, 20288,001,"van der Veur, Paul",6:00 PM,6:50 PM ,M,19
2016,Spring,COM 400,Communication Law and Ethics, 21767,001,"Hartsock, John",10:05 AM, 11:20 AM,TH,0
2016,Spring,COM 400,Communication Law and Ethics, 21769,002,"Hartsock, John",4:25 PM,5:40 PM ,TH,0
2016,Spring,COM 400,Communication Law and Ethics, 23061,003,"Yoo, Sung",08:30 AM, 09:45 AM,TH,4
2016,Spring,COM 400,Communication Law and Ethics, 23368,004,"Yoo, Sung",2:50 PM,4:05 PM ,TH,12
2016,Spring,COM 421,Mass Media Advertising, 22187,001,"Yang, Fang",12:40 PM, 1:30 PM,WFM,2
2016,Spring,COM 422,Public Relations, 21284,001,"Ye, Lan",10:05 AM, 11:20 AM,TH,1
2016,Spring,COM 422,Public Relations, 21959,002,"Ye, Lan",08:30 AM, 09:45 AM,TH,2
2016,Spring,COM 436,Films of Spike Lee, 23033,001,"Andres, Emmanuelle",11:40 AM, 12:55 PM,TH,1
2016,Spring,CON 460,Conservation Seminar, 20929,501,"Broyles, Steven",4:25 PM,5:40 PM ,WM,1
2016,Spring,CON 461,Conservation Internship, 21051,501,"Broyles, Steven",TBA,TBA,,1
2016,Spring,CON 461,Conservation Internship, 22103,502,"Broyles, Steven",TBA,TBA,,5
2016,Spring,COR 101,Cortland Experience, 21259,001,"Frenyea, Tracy",3:00 PM,3:50 PM ,M,3
2016,Spring,COR 201,Enhancing Transfer Experience, 22466,020,"Quinlan, Emily",2:50 PM,3:40 PM ,TH,20
2016,Spring,CPN 100,Writing Studies I, 20927,001,"Bartlett, Heather",10:20 AM, 11:10 AM,WFM,0
2016,Spring,CPN 100,Writing Studies I, 20142,002,"Bartlett, Heather",11:30 AM, 12:20 PM,WFM,2
2016,Spring,CPN 100,Writing Studies I, 20143,003,"Bartlett, Heather",1:50 PM,2:40 PM ,WFM,4
2016,Spring,CPN 100,Writing Studies I, 23589,004,"Anderson, Andrew",1:50 PM,2:40 PM ,WFM,10
2016,Spring,CPN 101,Writing Studies II, 20084,001,"Anderson, Andrew",09:10 AM, 10:00 AM,WFM,1
2016,Spring,CPN 101,Writing Studies II, 20085,002,"Brown, Debra",10:20 AM, 11:10 AM,WFM,4
2016,Spring,CPN 101,Writing Studies II, 20086,003,"Wiegard, Anne",4:25 PM,5:40 PM ,WM,0
2016,Spring,CPN 101,Writing Studies II, 20833,004,"Rosekrans, Linda",11:40 AM, 12:55 PM,TH,0
2016,Spring,CPN 101,Writing Studies II, 20088,005,"Patterson, Robert",11:40 AM, 12:55 PM,TH,0
2016,Spring,CPN 101,Writing Studies II, 20087,006,"Neville, Lisa",08:30 AM, 09:45 AM,TH,1
2016,Spring,CPN 101,Writing Studies II, 20091,007,"Patterson, Robert",08:30 AM, 09:45 AM,TH,4
2016,Spring,CPN 101,Writing Studies II, 20089,008,"Anderson, Andrew",10:20 AM, 11:10 AM,WFM,0
2016,Spring,CPN 101,Writing Studies II, 20120,009,"Patterson, Robert",10:05 AM, 11:20 AM,TH,1
2016,Spring,CPN 101,Writing Studies II, 20463,010,"Brown, Debra",1:50 PM,2:40 PM ,WFM,2
2016,Spring,CPN 101,Writing Studies II, 20090,011,"Wiegard, Anne",3:00 PM,4:15 PM ,WM,0
2016,Spring,CPN 101,Writing Studies II, 20460,012,"Mackenzie, Gailanne",12:40 PM, 1:30 PM,WFM,0
2016,Spring,CPN 101,Writing Studies II, 20462,013,"Wells, Laureen",2:50 PM,4:05 PM ,TH,0
2016,Spring,CPN 101,Writing Studies II, 20751,014,"Emerson, Timothy",11:40 AM, 12:55 PM,TH,0
2016,Spring,CPN 101,Writing Studies II, 20092,015,"Rogers, Deborah",08:30 AM, 09:45 AM,TH,0
2016,Spring,CPN 101,Writing Studies II, 21472,016,"Emerson, Timothy",1:15 PM,2:30 PM ,TH,0
2016,Spring,CPN 101,Writing Studies II, 20108,017,"Pittsley, Jaclyn",10:20 AM, 11:10 AM,WFM,0
2016,Spring,CPN 101,Writing Studies II, 20834,018,"Stearns, Karen",10:05 AM, 11:20 AM,TH,0
2016,Spring,CPN 101,Writing Studies II, 20093,019,"Brown, Debra",11:30 AM, 12:20 PM,WFM,0
2016,Spring,CPN 101,Writing Studies II, 20094,020,"Lemchak, Christine",10:20 AM, 11:10 AM,WFM,0
2016,Spring,CPN 101,Writing Studies II, 20095,021,"Weatherby, Gregg",12:40 PM, 1:30 PM,WFM,1
2016,Spring,CPN 101,Writing Studies II, 20097,022,"Rogers, Deborah",10:05 AM, 11:20 AM,TH,0
2016,Spring,CPN 101,Writing Studies II, 20096,023,"Neville, Lisa",10:05 AM, 11:20 AM,TH,0
2016,Spring,CPN 101,Writing Studies II, 21111,024,"Borden, Ross",2:50 PM,4:05 PM ,TH,2
2016,Spring,CPN 101,Writing Studies II, 20098,025,"Rogers, Deborah",1:15 PM,2:30 PM ,TH,0
2016,Spring,CPN 101,Writing Studies II, 20103,026,"Mackenzie, Gailanne",11:30 AM, 12:20 PM,WFM,0
2016,Spring,CPN 101,Writing Studies II, 20118,027,"Hernandez, Mario",2:50 PM,4:05 PM ,TH,1
2016,Spring,CPN 101,Writing Studies II, 20461,028,Staff,TBA,TBA,,0
2016,Spring,CPN 101,Writing Studies II, 20101,029,"Pittsley, Jaclyn",09:10 AM, 10:00 AM,WFM,0
2016,Spring,CPN 101,Writing Studies II, 20588,030,"Pittsley, Jaclyn",11:30 AM, 12:20 PM,WFM,0
2016,Spring,CPN 101,Writing Studies II, 21474,031,"Wells, Laureen",11:40 AM, 12:55 PM,TH,0
2016,Spring,CPN 101,Writing Studies II, 20099,032,"Mackenzie, Gailanne",08:00 AM, 08:50 AM,WFM,1
2016,Spring,CPN 101,Writing Studies II, 20100,033,"Anderson, Andrew",12:40 PM, 1:30 PM,WFM,2
2016,Spring,CPN 101,Writing Studies II, 20106,034,"Rosekrans, Linda",1:15 PM,2:30 PM ,TH,0
2016,Spring,CPN 101,Writing Studies II, 21988,035,"Patterson, Robert",2:50 PM,4:05 PM ,TH,0
2016,Spring,CPN 101,Writing Studies II, 20107,036,"Hernandez, Mario",1:15 PM,2:30 PM ,TH,0
2016,Spring,CPN 101,Writing Studies II, 21661,037,"Mackenzie, Gailanne",09:10 AM, 10:00 AM,WFM,2
2016,Spring,CPN 101,Writing Studies II, 21473,038,"Lemchak, Christine",09:10 AM, 10:00 AM,WFM,0
2016,Spring,CPN 101,Writing Studies II, 21989,039,Staff,TBA,TBA,,0
2016,Spring,CPN 101,Writing Studies II, 21538,040,"Lemchak, Christine",1:50 PM,2:40 PM ,WFM,0
2016,Spring,CPN 101,Writing Studies II, 21539,041,"Borden, Ross",08:30 AM, 09:45 AM,TH,16
2016,Spring,CPN 103,Writ. Studies in Community II, 22959,001,"Wiegard, Anne",4:20 PM,6:50 PM ,T,15
2016,Spring,CPN 103,Writ. Studies in Community II, 20843,002,"Suarez, John",11:30 AM, 12:20 PM,WFM,18
2016,Spring,CPN 103,Writ. Studies in Community II, 21703,801,"Colella, Gabriel",09:10 AM, 10:00 AM,WFM,6
2016,Spring,CPN 103,Writ. Studies in Community II, 20842,802,"Colella, Gabriel",10:20 AM, 11:10 AM,WFM,3
2016,Spring,CPV 400,Cooperative Education, 20685,502,"Skipper, William",TBA,TBA,,15
2016,Spring,CPV 400,Cooperative Education, 20611,505,"Skipper, William",TBA,TBA,,15
2016,Spring,CPV 400,Cooperative Education, 20638,507,"Skipper, William",TBA,TBA,,15
2016,Spring,CPV 400,Cooperative Education, 20405,515,"Stiner, Susan",TBA,TBA,,4
2016,Spring,CPV 400,Cooperative Education, 20630,529,"Skipper, William",TBA,TBA,,5
2016,Spring,CPV 400,Cooperative Education, 21869,570,Staff,TBA,TBA,,1
2016,Spring,CRM 202,Intro:Law and Judicial Proces, 21906,601,"Mindell, James",5:45 PM,8:15 PM ,T,0
2016,Spring,CRM 303,The Criminal Justice System, 20828,601,"Mindell, James",5:45 PM,8:15 PM ,W,0
2016,Spring,CRM 329,Special Topics in Criminology, 23088,601,"Emmart, Michael",11:30 AM, 12:20 PM,WFM,0
2016,Spring,CRM 329,Special Topics in Criminology, 23089,602,"Dear-Healey, Sally",1:50 PM,2:40 PM ,WFM,0
2016,Spring,CRM 348,"Gun Control:Crime, Law, Policy", 20922,601,"Spitzer, Robert",11:30 AM, 12:20 PM,WFM,0
2016,Spring,CRM 365,Sociology of Violence, 23090,601,"Haines, Herbert",2:50 PM,4:05 PM ,TH,0
2016,Spring,CRM 365,Sociology of Violence, 23092,602,"Haines, Herbert",4:25 PM,5:40 PM ,TH,0
2016,Spring,CRM 373,Deviant Behavior, 20818,601,"Emmart, Michael",10:20 AM, 11:10 AM,WFM,0
2016,Spring,CRM 373,Deviant Behavior, 20819,602,"Decker, Stephanie",12:40 PM, 1:30 PM,WFM,0
2016,Spring,CRM 373,Deviant Behavior, 23094,603,"Decker, Stephanie",1:50 PM,2:40 PM ,WFM,0
2016,Spring,CRM 404,Constitutional Law II, 21909,601,"Delaune, Timothy",1:15 PM,2:30 PM ,TH,1
2016,Spring,CRM 463,Criminology, 21910,601,"Curtis, Anna",10:05 AM, 11:20 AM,TH,0
2016,Spring,CRM 463,Criminology, 21911,602,"Curtis, Anna",1:15 PM,2:30 PM ,TH,2
2016,Spring,CRM 464,Corrections, 22156,601,"Little, Craig",08:30 AM, 09:45 AM,TH,0
2016,Spring,CRM 464,Corrections, 22157,602,"Little, Craig",10:05 AM, 11:20 AM,TH,1
2016,Spring,CRX 103,Cross Registration 3 Credits, 22065,501,Staff,TBA,TBA,,20
2016,Spring,CRX 104,Cross Registration 4 Credits, 23401,501,"Hanford, Thomas",TBA,TBA,,16
2016,Spring,DASA 500, Dignity for All Students Wksp, 22485,001,"Johns, Judith",TBA,TBA,,0
2016,Spring,DASA 500, Dignity for All Students Wksp, 22486,002,"Messinger, Tracey",TBA,TBA,,1
2016,Spring,DASA 500, Dignity for All Students Wksp, 22487,003,"Johns, Judith",TBA,TBA,,0
2016,Spring,DASA 500, Dignity for All Students Wksp, 22488,004,"Johns, Judith",TBA,TBA,,22
2016,Spring,DASA 500, Dignity for All Students Wksp, 22489,005,"Messinger, Tracey",TBA,TBA,,14
2016,Spring,DASA 500, Dignity for All Students Wksp, 22490,006,"Johns, Judith",TBA,TBA,,35
2016,Spring,DNC 102,Jazz Dance I, 21071,001,"Kane, Nancy",1:15 PM,2:30 PM ,TH,2
2016,Spring,DNC 201,Ballet  II, 21246,601,"Halpin, Cynthia",08:30 AM, 09:45 AM,WM,1
2016,Spring,DNC 201,Ballet  II, 20716,602,"Halpin, Cynthia",12:40 PM, 1:55 PM,WM,7
2016,Spring,DNC 203,Tap Dance II, 21231,601,"Robinson, Terrie",10:05 AM, 11:20 AM,TH,3
2016,Spring,DNC 302,Jazz Dance II, 22340,601,"Robinson, Terrie",11:40 AM, 12:55 PM,TH,3
2016,Spring,DNC 401,Ballet  IV, 20717,601,"Halpin, Cynthia",10:20 AM, 11:35 AM,WM,0
2016,Spring,DNC 424,Theatre Dance II, 21660,601,"Robinson, Terrie",08:30 AM, 09:45 AM,TH,5
2016,Spring,ECE 431,Curriculum Development  II, 20678,601,"Schillo, Judith",4:20 PM,6:50 PM ,T,8
2016,Spring,ECE 435,Childrens Literacy Across Curr, 21202,601,"Schillo, Judith",08:30 AM, 09:45 AM,TH,1
2016,Spring,ECE 435,Childrens Literacy Across Curr, 20679,602,"Schillo, Judith",2:50 PM,4:05 PM ,TH,0
2016,Spring,ECE 479,"Int. Curr. Plan, Tech & Pract.", 21403,603,"Widdall, Valerie",11:40 AM, 12:55 PM,TH,0
2016,Spring,ECE 479,"Int. Curr. Plan, Tech & Pract.", 21267,L01,"Rombach, Kimberly",08:00 AM, 12:00 PM,M,2
2016,Spring,ECE 479,"Int. Curr. Plan, Tech & Pract.", 21269,L02,"Rombach, Kimberly",11:00 AM, 3:00 PM,M,4
2016,Spring,ECE 479,"Int. Curr. Plan, Tech & Pract.", 21272,L03,"Rombach, Kimberly",08:00 AM, 12:00 PM,W,4
2016,Spring,ECE 479,"Int. Curr. Plan, Tech & Pract.", 21273,L04,"Rombach, Kimberly",11:00 AM, 3:00 PM,W,3
2016,Spring,ECE 479,"Int. Curr. Plan, Tech & Pract.", 21276,L05,"Rombach, Kimberly",08:00 AM, 12:00 PM,F,4
2016,Spring,ECE 479,"Int. Curr. Plan, Tech & Pract.", 21277,L06,"Rombach, Kimberly",11:00 AM, 3:00 PM,F,4
2016,Spring,ECE 479,"Int. Curr. Plan, Tech & Pract.", 21407,L07,"Rombach, Kimberly",08:00 AM, 11:30 AM,T,4
2016,Spring,ECE 479,"Int. Curr. Plan, Tech & Pract.", 21408,L08,"Rombach, Kimberly",11:40 AM, 3:40 PM,T,5
2016,Spring,ECE 479,"Int. Curr. Plan, Tech & Pract.", 21409,L09,"Rombach, Kimberly",08:00 AM, 11:30 AM,H,5
2016,Spring,ECE 479,"Int. Curr. Plan, Tech & Pract.", 21410,L10,"Rombach, Kimberly",11:40 AM, 3:40 PM,H,5
2016,Spring,ECE 490,Student Teaching  I, 20782,630,"Galbraith, Jeanne",TBA,TBA,,0
2016,Spring,ECE 491,Student Teaching  II, 20783,640,"Galbraith, Jeanne",TBA,TBA,,0
2016,Spring,ECE 492,Seminar in Student Teaching, 21572,501,"Roiger, Patricia",TBA,TBA,,0
2016,Spring,ECE 492,Seminar in Student Teaching, 20784,601,"Roiger, Patricia",4:20 PM,5:10 PM ,T,0
2016,Spring,ECO 105,Pol. Economy & Social Thought, 20040,601,"Botwinick, Howard",10:05 AM, 11:20 AM,TH,8
2016,Spring,ECO 105,Pol. Economy & Social Thought, 20041,602,"Botwinick, Howard",11:40 AM, 12:55 PM,TH,11
2016,Spring,ECO 105,Pol. Economy & Social Thought, 20438,603,"Krall, Lisi",1:15 PM,2:30 PM ,TH,2
2016,Spring,ECO 105,Pol. Economy & Social Thought, 20614,604,"Krall, Lisi",2:50 PM,4:05 PM ,TH,5
2016,Spring,ECO 105,Pol. Economy & Social Thought, 23412,605,"Dantas, Flavia",11:40 AM, 12:55 PM,TH,13
2016,Spring,ECO 105,Pol. Economy & Social Thought, 21053,701,"Botwinick, Howard",10:05 AM, 11:20 AM,TH,1
2016,Spring,ECO 105,Pol. Economy & Social Thought, 21054,702,"Botwinick, Howard",11:40 AM, 12:55 PM,TH,6
2016,Spring,ECO 105,Pol. Economy & Social Thought, 21055,703,"Krall, Lisi",1:15 PM,2:30 PM ,TH,0
2016,Spring,ECO 105,Pol. Economy & Social Thought, 21056,704,"Krall, Lisi",2:50 PM,4:05 PM ,TH,5
2016,Spring,ECO 105,Pol. Economy & Social Thought, 23413,705,"Dantas, Flavia",11:40 AM, 12:55 PM,TH,6
2016,Spring,ECO 110,Principles of Macroeconomics, 20043,001,"Zarate, German",08:30 AM, 09:45 AM,TH,3
2016,Spring,ECO 110,Principles of Macroeconomics, 20042,002,"Zarate, German",10:05 AM, 11:20 AM,TH,3
2016,Spring,ECO 110,Principles of Macroeconomics, 22944,003,"Kolesnik, Irina",4:20 PM,6:50 PM ,H,1
2016,Spring,ECO 111,Principles of Microeconomics, 20045,002,"DeFranco, Anthony",6:00 PM,7:15 PM ,TH,1
2016,Spring,ECO 111,Principles of Microeconomics, 22568,004,"Dayton, Keith",5:45 PM,8:15 PM ,T,0
2016,Spring,ECO 111,Principles of Microeconomics, 20044,601,"DeFranco, Anthony",4:25 PM,5:40 PM ,TH,1
2016,Spring,ECO 111,Principles of Microeconomics, 20613,603,"Dayton, Keith",5:45 PM,8:15 PM ,W,11
2016,Spring,ECO 222,Mathematical Economics, 20508,601,"Dantas, Flavia",2:50 PM,4:05 PM ,TH,1
2016,Spring,ECO 222,Mathematical Economics, 20509,602,"Dantas, Flavia",4:25 PM,5:40 PM ,TH,0
2016,Spring,ECO 300,Macroeconomic Theory, 22957,601,"Prus, Mark",08:30 AM, 09:45 AM,TH,3
2016,Spring,ECO 301,Economics of the Firm, 20046,001,"Wilson, Benjamin",11:30 AM, 12:20 PM,WFM,0
2016,Spring,ECO 301,Economics of the Firm, 21881,002,"Wilson, Benjamin",12:40 PM, 1:30 PM,WFM,0
2016,Spring,ECO 311,Economic Development, 22958,601,"Zarate, German",TBA,TBA,,0
2016,Spring,ECO 329,Special Topics in Economics, 22960,002,"Eppolito, Joseph",1:15 PM,2:30 PM ,TH,16
2016,Spring,ECO 329,Special Topics in Economics, 21803,600,"Zarate, German",TBA,TBA,,0
2016,Spring,ECO 329,Special Topics in Economics, 22961,601,"Eppolito, Joseph",11:40 AM, 12:55 PM,TH,9
2016,Spring,ECO 329,Special Topics in Economics, 22255,603,Staff,TBA,TBA,,0
2016,Spring,ECO 329,Special Topics in Economics, 22962,604,"Burke, Kathleen",3:00 PM,4:15 PM ,WM,3
2016,Spring,ECO 329,Special Topics in Economics, 22963,704,"Burke, Kathleen",3:00 PM,4:15 PM ,WM,7
2016,Spring,ECO 335,Resource & Environmental Eco, 21573,601,"Krall, Lisi",4:20 PM,6:50 PM ,W,0
2016,Spring,ECO 352,Finance, 20050,001,"Polley, Susanne",09:10 AM, 10:00 AM,WFM,0
2016,Spring,ECO 352,Finance, 20051,002,"Polley, Susanne",10:20 AM, 11:10 AM,WFM,1
2016,Spring,ECO 352,Finance, 23355,003,"Polley, Susanne",08:00 AM, 08:50 AM,WFM,12
2016,Spring,ECO 352,Finance, 22984,603,"Graham, Katherine",TBA,TBA,,0
2016,Spring,ECO 366,Economics of Sport, 22985,001,"Kobritz, Jordan",2:50 PM,4:05 PM ,TH,0
2016,Spring,ECO 383,Labor Economics, 22986,601,"Botwinick, Howard",2:50 PM,4:05 PM ,TH,0
2016,Spring,ECO 393,Urban Economics, 22987,601,"Wilson, Benjamin",3:00 PM,4:15 PM ,WM,0
2016,Spring,ECO 400,Research Experience: Economics, 21023,501,"Burke, Kathleen",TBA,TBA,,1
2016,Spring,ECO 400,Research Experience: Economics, 21024,502,"Burke, Kathleen",TBA,TBA,,2
2016,Spring,ECO 400,Research Experience: Economics, 21025,503,"Burke, Kathleen",TBA,TBA,,1
2016,Spring,ECO 400,Research Experience: Economics, 21508,541,"Burke, Kathleen",TBA,TBA,,2
2016,Spring,ECO 400,Research Experience: Economics, 21509,542,"Burke, Kathleen",TBA,TBA,,2
2016,Spring,ECO 400,Research Experience: Economics, 21494,543,"Burke, Kathleen",TBA,TBA,,2
2016,Spring,ECO 401,Co-op Educ/Internship Eco, 20777,501,"Phillips, Timothy",TBA,TBA,,0
2016,Spring,ECO 401,Co-op Educ/Internship Eco, 23405,502,"Botwinick, Howard",TBA,TBA,,4
2016,Spring,ECO 401,Co-op Educ/Internship Eco, 20856,541,"Phillips, Timothy",TBA,TBA,,5
2016,Spring,ECO 403,Economics Resource Assistant, 21887,501,"Graham, Katherine",TBA,TBA,,1
2016,Spring,ECO 421,Econometrics, 22989,601,"Burke, Kathleen",1:15 PM,2:30 PM ,TH,0
2016,Spring,ECO 429,Special Topics in Economics, 23005,001,"Ward, Brian",08:30 AM, 09:45 AM,TH,18
2016,Spring,ECO 429,Special Topics in Economics, 23015,003,Staff,TBA,TBA,,0
2016,Spring,ECO 429,Special Topics in Economics, 23013,602,"Ward, Brian",10:05 AM, 11:20 AM,TH,0
2016,Spring,ECO 431,Money & Banking, 23016,601,Staff,TBA,TBA,,0
2016,Spring,ECO 441,International Trade, 23017,601,"Haight, Alan",12:40 PM, 1:30 PM,WFM,0
2016,Spring,ECO 443,International Finance, 21706,601,"Haight, Alan",09:10 AM, 10:00 AM,WFM,12
2016,Spring,ECO 443,International Finance, 21707,602,"Haight, Alan",10:20 AM, 11:10 AM,WFM,0
2016,Spring,EDL 613,Princ. of Financial Leadership, 21118,001,"Shusda, Michael",5:00 PM,8:45 PM ,H,16
2016,Spring,EDL 615,Educ. Leadership & the Law, 20859,090,"Johns, Susan",5:00 PM,8:45 PM ,M,20
2016,Spring,EDL 616,Princ.of Curriculum Leadership, 21117,001,"Mack, Kevin",5:00 PM,8:45 PM ,T,21
2016,Spring,EDL 657,Princ:Organizational Leadershp, 21531,001,"Bratge, Katrina",5:00 PM,8:45 PM ,M,15
2016,Spring,EDL 678,Strat.Supervision & Leadership, 21532,001,"Phillips, Barbara",5:00 PM,8:45 PM ,W,18
2016,Spring,EDL 683,Princ:Spec.Programs Leadership, 20961,691,"Bratge, Katrina",5:00 PM,8:45 PM ,T,17
2016,Spring,EDL 690,Princ: Sch District Leadership, 20962,601,"Mack, Kevin",08:00 AM, 4:00 PM,WFTMH,17
2016,Spring,EDL 696,SBL/SDL Internship: EDL, 20963,501,Staff,TBA,TBA,,0
2016,Spring,EDL 696,SBL/SDL Internship: EDL, 23295,502,Staff,TBA,TBA,,0
2016,Spring,EDL 697,Extension: GR Culminating Act., 21558,501,Staff,TBA,TBA,,2
2016,Spring,EDL 698,SDBL Internship: Ed Leadership, 21559,502,Staff,TBA,TBA,,0
2016,Spring,EDL 699,Culminating Seminar, 21533,071,"Astles, Gary",5:00 PM,8:45 PM ,H,21
2016,Spring,EDL 699,Culminating Seminar, 21150,690,"Bryant, Jeffrey",5:00 PM,8:45 PM ,H,15
2016,Spring,EDU 255,Basics of Effective Inst.in PE, 20519,601,"Baert, Helena",11:40 AM, 12:55 PM,TH,0
2016,Spring,EDU 255,Basics of Effective Inst.in PE, 20868,602,"Hovey, Katherine",11:30 AM, 12:20 PM,WFM,1
2016,Spring,EDU 255,Basics of Effective Inst.in PE, 20520,603,"Quinn, Thomas",09:10 AM, 10:00 AM,WFM,1
2016,Spring,EDU 255,Basics of Effective Inst.in PE, 20521,604,"Malmberg, Eric",12:40 PM, 1:30 PM,WFM,0
2016,Spring,EDU 256,Seminar for Field Experience, 20522,601,"Malmberg, Eric",7:00 PM,7:50 PM ,M,7
2016,Spring,EDU 270,Intro to Early Chd and Chd Ed., 23390,501,"Widdall, Valerie",2:50 PM,4:05 PM ,TH,0
2016,Spring,EDU 270,Intro to Early Chd and Chd Ed., 23391,502,"Schillo, Judith",12:40 PM, 1:55 PM,WM,0
2016,Spring,EDU 270,Intro to Early Chd and Chd Ed., 22885,602,"Hartung, Dina",08:30 AM, 09:45 AM,TH,0
2016,Spring,EDU 270,Intro to Early Chd and Chd Ed., 22886,603,"Hartung, Dina",10:05 AM, 11:20 AM,TH,0
2016,Spring,EDU 270,Intro to Early Chd and Chd Ed., 23155,801,"Widdall, Valerie",2:50 PM,4:05 PM ,TH,1
2016,Spring,EDU 270,Intro to Early Chd and Chd Ed., 23157,L01,"Widdall, Valerie",2:50 PM,4:30 PM ,WM,1
2016,Spring,EDU 270,Intro to Early Chd and Chd Ed., 23158,L02,Staff,TBA,TBA,,0
2016,Spring,EDU 270,Intro to Early Chd and Chd Ed., 22884,802,"Schillo, Judith",12:40 PM, 1:55 PM,WM,0
2016,Spring,EDU 270,Intro to Early Chd and Chd Ed., 23159,L03,"Widdall, Valerie",2:50 PM,4:30 PM ,WM,0
2016,Spring,EDU 270,Intro to Early Chd and Chd Ed., 23160,L04,Staff,TBA,TBA,,0
2016,Spring,EDU 303,Arts in the Curriculum, 21972,601,"Stratton, Susan",1:15 PM,2:30 PM ,TH,0
2016,Spring,EDU 315,"Crit. Media Lit: Val, Ed & Soc", 21209,601,"Widdall, Christine",08:00 AM, 10:30 AM,M,0
2016,Spring,EDU 315,"Crit. Media Lit: Val, Ed & Soc", 21207,602,"Strause, Shufang",08:00 AM, 10:30 AM,F,4
2016,Spring,EDU 315,"Crit. Media Lit: Val, Ed & Soc", 22892,604,"Strause, Shufang",08:00 AM, 10:30 AM,T,0
2016,Spring,EDU 315,"Crit. Media Lit: Val, Ed & Soc", 22893,605,"Strause, Shufang",08:00 AM, 10:30 AM,W,0
2016,Spring,EDU 326,Meth & Mat of Health Ed.Lev I, 21260,601,"Videto, Donna",1:15 PM,2:30 PM ,TH,15
